MS SubClass,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Gr Liv Area,Bedroom AbvGr,TotRms AbvGrd,Fireplaces,Wood Deck SF,Pool Area,Mo Sold,Yr Sold,SalePrice,Bathrooms,Porch SF,Total SF
60,24682,6,5,1999,1999,1675,3,7,1,0,0,6,2009,181000,3,103,1675
190,7082,5,8,1916,1995,1928,5,10,0,0,0,7,2006,160000,2,228,1928
30,9340,4,6,1941,1950,672,2,4,0,0,0,8,2009,113000,1,113,672
20,5175,5,8,1958,2000,808,2,5,0,143,0,7,2007,112000,1,0,808
80,11104,6,6,1969,1969,1427,4,7,0,0,0,5,2008,183000,2,216,1427
20,10400,7,6,1970,1970,1682,3,7,1,98,0,5,2008,174000,2,0,1682
50,8550,5,5,1926,1950,1316,4,7,0,0,0,10,2007,90000,1,0,1316
60,9247,6,6,1962,1962,1716,4,8,1,0,0,3,2008,171000,2,204,1716
90,8930,6,5,1978,1978,1902,4,8,0,0,0,4,2010,112000,2,0,1902
60,13041,6,5,1995,1995,1671,3,7,1,0,0,2,2006,170000,3,84,1671
20,10921,4,5,1965,1965,960,3,6,0,120,0,5,2007,94750,1,0,960
20,11751,6,6,1977,1977,1844,3,7,1,0,0,1,2010,190000,2,122,1844
50,8400,6,5,1925,1950,1694,4,7,1,342,0,6,2008,136500,2,128,1694
20,9135,7,5,2002,2003,1536,3,7,0,192,0,12,2008,214000,2,74,1536
20,9600,6,8,1976,1976,1262,3,6,1,298,0,5,2007,181500,2,0,1262
60,7590,6,5,1966,1966,1348,3,6,1,188,0,7,2006,155000,2,108,1348
190,8425,5,6,1971,1990,868,2,6,0,138,0,5,2007,119900,1,0,868
180,1596,4,5,1973,1973,988,2,5,0,120,0,11,2009,91000,1,101,988
20,20355,7,6,1967,1967,1830,2,6,2,0,0,6,2006,278000,1,283,1830
60,11069,6,5,2007,2007,1396,3,6,1,100,0,7,2009,170000,3,36,1396
75,9660,8,5,1997,1997,2199,3,9,1,0,0,9,2008,284500,3,131,2199
30,3880,5,9,1945,1997,866,2,4,0,58,0,8,2007,110500,1,42,866
70,7259,6,8,1945,2002,2320,3,9,1,224,0,7,2007,259500,3,0,2320
20,8877,4,6,1938,1958,816,2,3,1,0,0,5,2009,100000,1,0,816
90,6845,4,5,1955,1955,1152,2,6,0,0,0,7,2008,82500,2,0,1152
60,9073,7,5,2006,2006,1492,3,8,0,100,0,10,2006,185101,3,32,1492
90,9350,5,5,1975,1975,864,2,4,0,0,0,4,2008,99600,1,0,864
20,13072,6,5,2004,2004,1158,3,5,0,0,0,5,2006,158000,2,50,1158
60,13204,7,5,2006,2007,1458,3,6,0,100,0,5,2007,168165,2,33,1458
80,7700,5,7,1956,1956,1145,3,6,0,0,0,9,2006,127000,1,0,1145
120,7390,9,5,2008,2009,1884,2,6,1,231,0,5,2009,320000,2,90,1884
20,9416,7,5,2007,2007,1726,3,8,1,171,0,9,2007,311872,2,404,1726
120,7175,6,5,1984,1984,752,2,4,0,353,0,2,2010,125000,1,90,752
50,10890,5,5,1938,1950,1551,3,6,0,0,0,7,2006,137000,2,0,1551
20,13693,8,5,2007,2007,2464,4,9,1,358,0,8,2008,417500,3,78,2464
50,4500,5,5,1932,2000,1520,3,6,0,0,0,7,2009,159434,1,56,1520
20,11049,8,5,2007,2007,1234,3,7,0,0,0,1,2008,179900,2,30,1234
30,6305,5,7,1938,1950,954,2,5,1,0,0,6,2007,119750,1,0,954
20,7000,5,6,1962,1962,864,3,5,0,0,0,2,2006,105000,1,0,864
20,11880,7,5,1978,1978,1601,3,7,1,0,0,4,2009,157000,2,0,1601
20,7200,5,8,1950,2002,864,3,5,0,194,0,7,2007,129000,1,0,864
20,15865,8,6,1970,1970,2217,4,8,1,81,0,10,2007,268000,2,431,2217
50,11067,2,4,1939,1950,845,1,4,0,48,0,3,2007,68104,1,0,845
75,8100,5,5,1898,1965,2138,2,11,0,40,0,11,2009,106000,2,156,2138
60,11143,8,5,2004,2005,2466,4,8,1,159,0,12,2007,340000,3,214,2466
50,8064,6,7,1948,1994,1495,3,6,0,180,0,8,2009,135000,1,36,1495
20,12461,8,5,1994,1995,1624,2,5,1,0,0,7,2006,262000,2,306,1624
50,8712,4,7,1900,1950,1178,2,7,0,68,0,1,2010,102776,1,98,1178
20,15263,5,5,1959,1959,1675,3,8,2,0,0,5,2010,173000,2,132,1675
60,10984,7,5,2005,2006,1809,3,8,0,144,0,5,2006,209700,3,54,1809
20,9187,6,5,1983,1983,1080,3,5,0,120,0,6,2007,134000,2,158,1080
120,4500,6,5,1998,1998,1337,2,5,0,0,0,3,2006,153500,2,199,1337
20,7180,5,7,1972,1972,864,3,5,0,0,0,5,2008,127000,1,0,864
20,9937,5,7,1964,1999,1486,3,7,0,0,0,3,2009,167000,1,0,1486
20,13384,5,5,1969,1979,1360,3,8,1,160,0,5,2006,140000,1,0,1360
70,7155,7,8,1918,1990,1228,3,6,1,0,0,5,2009,137000,1,308,1228
85,8400,6,5,1966,1966,913,3,6,0,0,0,5,2007,129000,1,252,913
60,11050,7,5,1996,1997,1820,3,8,1,318,0,9,2008,213000,3,32,1820
50,5830,5,6,1950,1997,1612,3,7,0,0,0,3,2010,128500,2,0,1612
120,3242,7,5,2003,2003,1405,2,6,1,136,0,3,2007,200000,2,36,1405
20,27650,7,7,1960,2007,2069,4,9,1,0,0,11,2008,242000,2,0,2069
60,8795,7,5,2000,2000,2256,4,8,1,224,0,4,2009,236000,3,54,2256
50,7558,6,6,1928,1950,1913,3,9,1,0,0,3,2009,177000,2,0,1913
20,10011,5,6,1957,1996,1236,2,6,1,0,0,5,2006,134450,1,0,1236
50,11792,4,5,1948,1950,1120,2,5,0,0,0,6,2010,64000,1,160,1120
60,10457,5,7,1969,1969,1632,4,7,1,0,0,4,2009,173000,2,541,1632
50,10320,6,7,1906,1995,1469,3,7,0,57,0,6,2008,135000,1,239,1469
20,10000,8,5,2006,2006,1588,3,7,1,144,0,12,2007,227000,2,45,1588
50,14100,8,9,1935,1997,3447,4,11,2,314,0,5,2008,381000,4,12,3447
160,2998,6,5,2000,2000,1512,2,4,0,0,0,8,2009,180000,3,32,1512
60,8139,6,5,1995,1996,1470,3,7,1,192,0,10,2008,165000,3,49,1470
20,12778,5,6,1952,2003,1008,2,4,0,0,0,1,2006,139500,1,154,1008
75,6300,6,6,1914,2001,1484,3,9,1,0,0,6,2008,128000,2,425,1484
60,10400,6,7,1967,1997,2640,5,8,1,0,0,5,2009,256900,3,288,2640
20,7388,5,6,1959,2002,1327,3,7,0,0,0,7,2007,150750,1,0,1327
20,17400,5,5,1977,1977,1126,3,5,1,295,0,5,2006,160000,2,41,1126
80,9600,6,5,1961,1961,1254,3,6,1,0,0,5,2007,158500,1,168,1254
20,9000,6,6,1958,1958,1142,2,5,1,0,0,4,2009,113500,1,92,1142
60,14803,6,5,1971,1971,1993,4,8,1,0,0,6,2006,190000,3,66,1993
20,8800,5,7,1977,2008,1040,3,5,0,0,0,9,2009,150500,2,288,1040
20,13472,10,5,2003,2003,2392,3,8,1,248,0,6,2009,386250,2,105,2392
50,6000,6,7,1929,1950,1158,3,5,1,0,0,7,2008,120000,1,112,1158
20,16300,5,4,1977,1977,907,3,5,0,0,0,1,2007,130000,1,0,907
160,2522,7,5,2004,2004,1709,3,7,0,0,0,5,2006,134000,2,40,1709
70,6720,6,7,1921,1950,1436,3,7,1,184,0,4,2007,141500,1,0,1436
50,11040,4,6,1920,1950,1336,3,7,0,0,0,9,2006,108000,2,167,1336
120,6563,8,5,1985,1985,1742,2,5,1,114,0,12,2006,275000,2,262,1742
60,8773,6,5,1997,1997,1600,3,7,1,100,0,8,2007,169000,3,38,1600
80,10184,6,5,1963,1963,1146,3,6,1,345,0,6,2006,165000,1,75,1146
20,12774,5,5,1953,1953,950,2,5,0,0,0,7,2008,130000,1,32,950
90,15600,5,6,1950,1991,2177,5,11,0,0,0,3,2010,215000,3,0,2177
20,9000,6,5,1969,1969,1216,3,5,0,0,0,8,2009,113000,1,0,1216
60,9760,6,6,1964,1964,1611,4,7,0,328,0,6,2008,167900,2,317,1611
30,11340,6,5,1923,1950,1200,4,7,0,0,0,3,2006,125000,1,228,1200
120,4590,8,5,2006,2006,1554,2,6,1,156,0,5,2007,209500,2,73,1554
60,9179,7,5,1999,1999,1790,3,7,0,0,0,6,2008,193000,3,88,1790
70,10592,6,7,1923,1996,1502,3,7,2,96,0,8,2007,165000,2,165,1502
20,14230,8,5,2007,2007,1600,3,7,1,0,0,7,2009,256300,2,56,1600
20,7500,7,5,2006,2006,1141,3,6,0,182,0,6,2009,152000,2,0,1141
20,12704,8,5,2007,2007,1582,3,7,0,209,0,1,2008,317500,2,95,1582
160,8012,6,5,1980,1980,1266,2,5,2,340,0,7,2007,128000,2,0,1266
75,25419,8,4,1918,1990,3112,4,8,1,0,512,3,2006,235000,2,568,3112
120,3811,7,5,2004,2005,1646,2,5,1,128,0,7,2008,250000,2,208,1646
80,9600,6,6,1955,1972,1520,3,7,2,0,0,3,2010,153000,1,189,1520
60,9316,7,5,2005,2005,1596,3,6,0,144,0,6,2006,181000,3,45,1596
120,6442,8,5,2006,2006,1370,2,6,1,120,0,10,2007,202500,2,49,1370
50,8850,6,7,1920,1950,1376,3,7,0,0,0,2,2007,165000,1,198,1376
30,10410,3,8,1930,2001,713,2,5,0,0,0,10,2006,99800,1,236,713
20,10150,5,5,1958,1958,912,2,5,0,0,0,7,2007,114500,1,0,912
20,9825,5,5,1966,1966,1092,3,6,0,259,0,4,2008,123000,1,161,1092
20,8499,5,6,1961,1961,864,3,5,0,0,0,6,2009,141000,1,312,864
20,12198,5,6,1955,1975,1411,3,7,1,278,0,6,2007,130000,1,82,1411
60,10793,5,5,1969,1969,1620,4,7,0,208,0,4,2007,152000,3,0,1620
20,11650,7,5,1959,1959,1472,2,5,1,0,0,6,2006,157500,2,295,1472
160,3230,6,5,1999,1999,1471,3,6,0,0,0,3,2009,172500,3,24,1471
120,8013,8,5,1995,1996,1734,2,6,0,52,0,9,2009,239500,2,50,1734
60,13143,8,5,1993,1993,2349,4,9,1,32,0,6,2010,362500,3,130,2349
120,7175,6,5,1990,1991,1398,2,5,0,0,0,7,2006,172000,2,46,1398
20,13072,6,5,2005,2005,1141,3,6,0,0,0,3,2006,142500,2,0,1141
120,4109,9,5,1999,2000,1557,2,5,1,124,0,6,2008,305000,2,113,1557
120,6240,8,5,2006,2006,1324,2,6,1,0,0,9,2007,221370,2,38,1324
70,10440,5,8,1904,2002,1539,3,8,1,70,0,6,2008,157500,2,146,1539
50,8520,3,5,1916,1950,936,2,6,0,0,0,4,2006,78000,1,0,936
60,10237,6,5,2005,2006,1456,3,8,1,0,0,2,2006,170440,3,24,1456
20,13015,5,6,1996,1996,1100,3,5,0,0,0,6,2006,145000,2,0,1100
20,13500,6,7,1960,1975,1252,1,4,1,409,0,3,2008,235000,1,0,1252
70,9900,5,8,1910,2002,1464,3,7,0,0,0,3,2009,129000,2,176,1464
60,9233,9,5,2000,2000,2855,4,9,1,247,0,3,2006,405000,3,55,2855
80,8530,7,5,1995,1996,1474,3,7,1,120,0,5,2009,168500,3,72,1474
20,9750,7,5,2004,2004,1445,3,6,0,0,0,6,2008,186500,2,35,1445
180,1936,4,6,1970,1970,630,1,3,0,0,0,12,2007,84500,1,0,630
120,4043,6,5,1975,1975,1069,2,4,1,0,0,7,2006,146300,2,280,1069
50,159000,6,7,1958,2006,2144,4,7,2,0,0,6,2007,277000,2,98,2144
60,8366,6,5,2004,2004,1640,3,6,0,138,0,12,2008,173000,3,45,1640
60,14154,7,5,2006,2006,2172,3,9,1,192,0,8,2007,280000,3,62,2172
30,10320,5,8,1912,1991,759,1,5,0,40,0,8,2008,85000,1,0,759
20,13568,5,5,1995,1995,990,3,5,0,224,0,7,2006,156000,1,0,990
60,8760,7,5,2006,2006,1962,3,7,0,0,0,8,2006,239799,3,90,1962
45,5000,6,7,1926,1950,1013,3,6,0,0,0,4,2008,113000,1,101,1013
60,21930,5,5,2005,2005,1838,4,7,1,100,0,7,2006,192140,3,40,1838
120,5122,6,5,2005,2005,1306,1,5,1,170,0,3,2009,184500,2,63,1306
50,6171,6,6,1925,1990,1608,3,7,1,147,0,10,2009,137450,3,16,1608
60,8963,8,9,1976,1996,2715,4,11,2,0,0,7,2008,299800,4,204,2715
45,6390,6,7,1954,1954,984,2,4,0,0,0,6,2008,112500,1,0,984
70,13125,7,6,1940,1984,1740,3,6,2,0,0,7,2007,219500,2,0,1740
20,11478,8,5,2007,2008,1704,3,7,1,0,0,5,2010,306000,2,50,1704
20,9858,5,6,1968,1968,874,3,5,0,33,0,11,2009,130000,1,0,874
20,8414,6,8,1963,2003,1068,3,6,0,192,0,2,2006,154500,1,0,1068
20,8780,5,5,1985,1985,833,3,5,0,0,0,3,2009,112000,1,0,833
60,16659,8,5,2007,2008,2152,3,7,1,0,0,6,2007,260116,3,368,2152
20,7321,7,5,1999,2000,1358,3,5,0,176,0,12,2007,204000,2,174,1358
50,8064,5,7,1949,2006,924,3,6,1,0,0,7,2007,122900,1,0,924
20,12883,8,5,2009,2010,1544,3,7,0,0,0,6,2010,290941,2,35,1544
20,9532,4,6,1953,1953,1647,3,6,1,225,368,2,2007,153000,1,0,1647
50,4800,4,5,1900,1954,1844,3,9,2,84,0,1,2010,80400,1,0,1844
30,10267,6,7,1918,2000,838,2,5,0,0,0,5,2008,130000,1,112,838
50,6000,5,5,1924,1950,1142,3,6,0,0,0,6,2009,93000,1,98,1142
45,6120,5,7,1939,1950,884,2,5,0,0,0,7,2007,113000,1,136,884
70,9906,4,4,1925,1950,1328,3,8,0,0,0,9,2006,107000,1,232,1328
20,8251,7,5,2005,2006,1506,3,7,1,192,0,4,2007,249000,2,35,1506
20,9600,6,6,1958,1988,1632,3,6,1,289,0,4,2009,139000,2,0,1632
20,10170,6,6,1951,1951,1575,2,5,1,0,0,6,2006,155000,2,0,1575
60,10380,7,5,1986,1987,2730,4,8,1,201,0,8,2007,301000,3,96,2730
75,6000,6,7,1915,2005,1456,4,7,0,0,0,6,2008,139500,2,248,1456
20,10265,5,7,1967,2005,992,3,6,0,204,0,7,2008,145000,1,0,992
60,11700,6,6,1968,1968,1556,4,8,0,0,0,5,2009,154000,2,0,1556
160,2592,5,3,1976,1976,1112,3,4,0,182,0,4,2010,85000,2,0,1112
80,6000,5,5,1967,1967,1656,3,7,1,0,0,7,2008,126000,2,280,1656
180,3675,6,5,2005,2006,1072,2,5,0,0,0,4,2009,145500,1,28,1072
20,14572,7,5,2004,2004,1530,3,7,1,144,0,11,2007,259000,2,36,1530
20,9000,2,2,1947,1950,660,2,5,0,0,0,6,2009,63900,1,100,660
20,9830,5,7,1959,2006,1287,3,7,1,364,0,3,2010,162000,1,199,1287
20,8556,7,5,2006,2006,1240,2,5,0,140,0,5,2007,194000,2,93,1240
120,3843,8,5,2007,2008,1648,2,5,1,162,0,8,2008,294464,2,206,1648
20,10084,7,5,2005,2006,1552,3,7,0,144,0,7,2006,212900,2,20,1552
20,10593,7,5,1996,1996,1720,3,7,1,240,0,3,2010,260400,2,210,1720
20,16285,7,5,2001,2002,1430,3,6,0,0,0,6,2009,187100,2,33,1430
20,12671,6,7,1954,1994,2422,4,6,2,0,0,7,2007,255000,3,207,2422
180,3675,5,5,2005,2005,1072,2,5,0,0,0,5,2006,145000,1,28,1072
160,1680,6,5,1971,1971,987,2,4,0,0,0,7,2008,85400,2,0,987
60,8121,6,5,2000,2000,1664,3,7,1,100,0,1,2006,172400,3,40,1664
50,7150,4,4,1955,1955,1540,4,7,0,0,0,8,2007,115000,1,0,1540
180,1974,4,7,1973,2006,988,2,5,0,120,0,6,2008,105000,1,101,988
120,8769,9,5,2008,2008,1702,1,7,1,0,0,10,2008,367294,2,296,1702
120,3182,8,5,2004,2005,1269,2,6,1,146,0,4,2010,192000,2,164,1269
60,8750,6,5,1998,1998,1682,3,7,0,0,0,6,2010,200500,3,77,1682
60,29959,7,6,1994,1994,1850,3,7,1,168,0,1,2009,248000,3,98,1850
75,5520,6,6,1912,1950,2229,5,8,0,0,0,7,2009,104000,1,228,2229
20,11700,6,5,1968,1968,1295,3,6,0,0,0,4,2007,164000,2,394,1295
20,10152,5,5,1956,1956,1048,3,6,0,0,0,6,2007,135000,1,212,1048
20,8892,5,5,1960,1960,1065,3,6,0,74,0,7,2007,126500,2,0,1065
20,9525,5,6,1995,2006,1099,3,6,0,278,0,6,2008,144000,2,0,1099
85,10441,5,5,1992,1992,970,3,6,0,80,0,7,2006,132000,1,32,970
60,13418,8,5,2004,2005,2452,4,9,1,113,0,9,2006,309000,4,32,2452
20,9239,5,8,1963,2003,960,3,6,0,168,0,5,2008,144900,1,0,960
20,8892,5,7,1953,1996,910,3,5,0,196,0,10,2008,116000,1,150,910
120,6792,7,5,2005,2006,1368,2,6,1,132,0,3,2006,202665,2,35,1368
20,13651,7,6,1973,1973,2223,3,8,2,300,0,2,2007,244000,2,0,2223
20,11625,5,6,1967,1967,1052,3,6,1,0,0,4,2009,113500,2,215,1052
80,11679,5,5,1962,1962,1560,3,6,1,453,0,5,2006,182000,2,397,1560
20,12243,5,6,1971,1971,1484,3,7,1,224,0,2,2007,175000,2,180,1484
20,7200,4,5,1950,1950,1040,2,4,0,0,0,7,2006,109900,1,29,1040
60,9024,6,5,2004,2004,1515,3,8,1,0,0,7,2008,179000,3,75,1515
80,10147,6,5,1994,1994,1694,3,7,1,256,0,3,2007,160000,3,64,1694
20,12250,5,6,1978,1978,1174,3,5,0,211,0,5,2008,158000,1,280,1174
20,12702,5,5,1956,1956,882,2,4,0,0,0,12,2008,97000,1,45,882
50,6960,7,8,1940,1998,1302,2,6,2,0,0,7,2007,165250,2,126,1302
60,10364,6,5,1995,1996,1572,3,7,1,0,0,5,2007,168000,3,40,1572
20,14584,1,5,1952,1952,733,2,4,0,0,0,2,2008,13100,1,0,733
20,8638,5,6,1963,1963,925,2,5,0,203,0,10,2006,133500,1,74,925
20,11202,8,5,2003,2003,1440,3,7,1,185,0,6,2008,232500,2,95,1440
20,7915,6,5,1999,2000,1675,3,6,0,165,0,12,2008,195000,2,52,1675
20,11625,5,7,1983,1983,816,2,4,0,330,0,5,2007,139000,1,0,816
160,3180,7,5,2007,2007,1392,2,5,0,0,0,3,2008,146000,2,102,1392
60,9839,6,8,1980,2006,2237,3,7,1,305,0,2,2009,204000,3,24,2237
50,8707,4,5,1924,1950,1669,4,9,0,0,0,5,2006,107000,2,56,1669
20,10125,6,6,1977,1977,1279,3,6,2,238,0,2,2008,171500,2,83,1279
20,6960,4,6,1970,1970,864,3,5,0,96,0,11,2009,120500,1,0,864
60,12936,6,6,1972,1972,1395,3,6,1,294,0,12,2009,162000,2,116,1395
20,12118,7,5,2004,2005,1710,3,7,1,100,0,4,2009,240000,2,228,1710
20,6000,4,4,1953,1953,936,2,4,0,0,0,2,2009,93000,1,144,936
60,13478,10,5,2008,2008,2296,3,10,1,382,0,6,2009,451950,3,274,2296
50,9638,6,7,1919,1990,2447,4,10,1,272,0,3,2010,169000,2,158,2447
20,9300,5,5,1960,1960,1264,3,6,2,0,0,4,2010,167500,1,143,1264
20,8700,5,7,1961,1961,888,3,5,0,0,0,2,2007,120000,1,0,888
30,7446,4,5,1941,1950,788,2,4,2,0,0,4,2006,100000,1,0,788
160,2280,7,5,1999,1999,1501,3,6,0,0,0,8,2008,179400,3,0,1501
20,7200,5,7,1972,1972,780,2,4,0,196,0,1,2008,124900,1,0,780
20,14267,6,6,1958,1958,1329,3,6,0,393,0,6,2010,172000,2,36,1329
20,15417,7,5,1981,1981,1740,2,7,0,228,0,6,2009,241600,2,238,1740
20,6565,4,6,1957,1980,1073,3,6,0,0,0,8,2007,140000,1,444,1073
20,9892,8,5,1994,1995,1803,3,6,2,129,0,2,2010,285000,3,286,1803
80,14330,7,4,1974,1974,2646,3,9,4,641,800,1,2006,260000,2,100,2646
20,51974,9,5,2006,2007,2338,4,8,2,0,0,6,2007,591587,3,457,2338
90,8145,7,6,1940,1950,2480,5,13,2,0,0,7,2009,205000,3,57,2480
60,9548,7,6,2003,2003,1829,3,7,1,192,0,1,2010,237000,3,39,1829
60,12388,7,7,1980,1991,2673,4,9,1,178,0,8,2009,249000,3,84,2673
20,11050,5,5,1956,1956,1005,2,6,1,0,0,7,2006,133500,1,288,1005
60,8158,7,5,2003,2003,1768,3,8,0,0,0,7,2008,224900,3,63,1768
20,8400,7,5,2004,2005,1484,3,7,0,0,0,5,2010,213000,2,179,1484
50,15660,5,8,1910,2003,1306,3,6,0,0,0,7,2009,130000,2,0,1306
90,7020,7,5,1997,1997,1368,2,8,0,0,0,11,2006,215000,2,48,1368
60,9206,6,5,1985,1985,1732,3,7,1,192,0,6,2010,178000,3,46,1732
90,9069,6,8,1993,1993,1440,2,8,0,288,0,4,2006,224500,2,0,1440
80,9434,7,5,2004,2005,1374,3,6,1,100,0,8,2009,170000,3,0,1374
20,9236,6,5,1997,1997,1494,3,6,0,168,0,7,2006,217000,2,27,1494
20,7875,7,5,1995,1996,1253,3,6,1,220,0,6,2007,176000,2,21,1253
20,3710,7,5,2007,2007,1266,2,6,1,100,0,8,2007,185485,2,16,1266
20,12416,6,5,1986,1986,1651,3,7,1,192,0,11,2008,184000,2,0,1651
20,13125,5,4,1957,2000,1803,3,8,1,0,0,1,2006,155000,2,0,1803
90,8385,6,5,1978,1978,1664,4,10,0,0,0,10,2006,145000,2,0,1664
120,8012,6,5,1992,1992,1575,2,5,0,0,0,7,2007,179200,2,52,1575
20,11400,10,5,2001,2002,2633,2,8,2,314,0,3,2007,466500,3,140,2633
20,6762,7,5,2006,2006,1208,2,6,0,105,0,2,2010,206000,2,61,1208
160,2349,6,5,1977,1977,1456,3,6,1,0,0,5,2009,137900,3,28,1456
20,8529,7,5,2001,2001,1434,3,6,1,290,0,4,2009,189000,2,39,1434
20,8872,5,8,1965,2008,912,2,5,0,0,0,12,2008,147000,1,240,912
45,6000,6,7,1926,2004,904,2,4,0,0,0,1,2009,119000,1,105,904
80,9620,6,7,1977,1977,1285,3,6,1,375,0,5,2010,190000,2,26,1285
120,4500,6,5,1997,1997,1189,2,4,0,0,0,4,2008,160500,2,122,1189
20,9405,5,9,1947,2008,698,2,4,0,0,0,6,2009,118000,1,200,698
20,7500,7,5,2004,2005,1080,3,6,0,0,0,4,2008,141000,1,0,1080
20,14330,5,6,1975,2001,1558,2,5,0,140,0,8,2008,163000,2,466,1558
50,8248,5,7,1918,1950,1250,3,7,0,207,0,7,2006,116000,2,96,1250
60,53504,8,5,2003,2003,3279,4,12,1,503,0,6,2010,538000,4,246,3279
120,4274,7,5,2006,2007,1241,1,4,0,0,0,11,2007,199900,2,116,1241
70,9000,7,9,1920,1988,1482,3,7,0,0,0,7,2009,143000,1,0,1482
20,9938,7,5,1994,1994,1626,3,7,1,424,0,4,2008,226500,3,40,1626
20,9723,6,7,1963,1963,1008,2,5,0,0,0,10,2006,135000,1,0,1008
80,7706,6,5,1993,1996,1091,2,5,0,280,0,8,2009,131250,1,0,1091
60,21535,10,6,1994,1995,4316,4,10,2,382,0,1,2007,755000,4,50,4316
20,7733,6,5,2005,2005,1142,3,5,0,4,0,1,2006,139500,2,50,1142
160,2760,6,5,1973,1973,1092,3,6,0,0,0,12,2006,105500,2,0,1092
60,10762,7,5,1999,1999,1983,3,9,1,0,0,5,2009,225000,3,0,1983
80,10482,6,8,1958,1958,1138,3,6,0,224,0,6,2007,145000,1,0,1138
30,8520,6,8,1928,2003,720,2,5,0,106,0,5,2010,105900,1,0,720
50,14115,5,5,1993,1995,1362,1,5,0,40,0,10,2009,143000,2,350,1362
20,9503,5,5,1958,1983,1344,2,6,1,316,0,6,2007,144000,1,28,1344
20,8125,5,7,1965,2005,925,3,5,0,233,0,7,2008,135000,1,0,925
60,9317,7,5,1994,2001,1958,3,7,1,202,0,7,2007,220000,3,93,1958
50,12400,5,6,1940,1950,1717,2,7,1,0,0,2,2006,194000,2,113,1717
20,8640,7,5,2007,2008,1372,3,6,0,0,0,5,2008,250580,2,140,1372
20,7407,6,7,1957,1996,1236,2,6,0,0,0,4,2010,149700,1,316,1236
20,9600,5,6,1956,1956,1050,2,5,0,0,0,6,2009,128900,1,0,1050
60,12438,8,5,2006,2006,2576,4,10,1,324,0,7,2006,361919,3,100,2576
160,2645,8,5,1999,1999,1586,3,7,0,169,0,12,2008,170000,3,0,1586
20,8000,5,5,1960,1960,1377,3,6,2,0,0,11,2007,156500,1,0,1377
20,10386,8,5,2004,2005,2000,3,8,0,168,0,7,2007,305900,2,0,2000
30,5330,4,7,1940,1950,708,2,5,0,164,0,12,2009,82500,1,0,708
30,5604,5,6,1925,1950,864,2,5,0,0,0,4,2008,98000,1,96,864
60,11690,8,5,1999,2000,1764,3,7,1,120,0,6,2008,207000,3,29,1764
80,13200,6,6,1963,1963,2294,5,9,1,0,0,4,2007,202500,3,110,2294
60,9535,6,5,1998,1998,1604,3,7,0,100,0,5,2008,195500,3,82,1604
160,1612,6,6,1980,1980,1229,2,5,1,154,0,7,2009,121000,2,0,1229
20,17043,6,5,1979,1998,1586,3,7,1,192,0,1,2009,181000,2,0,1586
20,16196,7,5,1998,1998,1494,3,5,1,402,0,8,2007,215000,2,25,1494
20,9317,6,5,2006,2006,1314,3,6,1,0,0,3,2007,176432,2,22,1314
20,7130,5,6,1967,1967,864,2,5,0,0,0,6,2009,130000,1,0,864
180,1533,4,5,1970,1970,992,2,4,0,112,0,7,2007,106500,1,97,992
30,7879,4,5,1920,1950,720,2,4,0,0,0,11,2009,34900,1,638,720
20,8814,7,5,2006,2006,1604,3,8,1,123,0,3,2009,220000,3,110,1604
60,12018,7,5,2008,2008,1612,3,6,0,0,0,10,2008,218689,3,64,1612
60,7570,6,5,1964,1964,1806,4,8,0,0,0,3,2009,144750,2,55,1806
20,8450,7,5,2003,2003,1337,3,6,0,0,0,10,2007,185000,2,39,1337
20,19900,7,5,1970,1989,2207,3,7,1,301,0,7,2010,180000,2,0,2207
20,13560,6,3,1968,1968,1392,2,5,2,0,0,7,2009,110000,1,240,1392
20,26142,5,7,1962,1962,1188,3,6,0,261,0,4,2010,157900,1,39,1188
70,10800,7,8,1890,1998,2554,3,8,0,0,0,7,2007,159500,2,191,2554
20,9928,7,5,1991,1992,1478,3,6,1,114,0,5,2007,210000,2,22,1478
20,14303,8,5,1994,1994,1987,2,7,1,262,0,8,2008,301500,2,36,1987
80,7937,6,6,1984,1984,1003,3,6,0,120,0,3,2006,142500,1,0,1003
70,9856,5,8,1900,2005,2014,5,8,0,0,0,6,2006,169000,2,239,2014
30,5784,5,8,1938,1996,886,2,4,0,144,0,12,2009,91300,1,100,886
160,1680,6,5,1973,1973,987,2,5,0,52,0,2,2008,103400,2,0,987
20,11830,8,5,2007,2007,1542,3,6,1,168,0,7,2007,260261,2,110,1542
80,16219,7,5,2004,2005,1119,2,5,0,100,0,4,2007,188500,2,24,1119
20,8300,6,6,1968,1968,952,3,5,0,0,0,8,2007,128500,1,0,952
50,7200,5,6,1938,1995,1360,2,6,0,0,0,7,2006,125500,2,255,1360
20,8640,8,5,2006,2006,1278,2,5,0,0,0,10,2006,198600,2,60,1278
20,11957,8,5,2006,2006,1574,3,7,1,144,0,7,2008,232000,2,104,1574
60,8918,6,5,2005,2006,1490,3,7,1,36,0,7,2009,167800,3,20,1490
20,9600,5,6,1960,1960,1496,3,6,0,0,0,2,2008,141500,2,22,1496
160,2280,6,5,1999,1999,1501,3,6,1,0,0,9,2007,176500,3,0,1501
20,8098,6,5,2000,2000,1403,2,5,0,0,0,10,2006,202000,2,173,1403
80,11333,6,5,1976,1976,1062,3,5,2,120,0,5,2007,146800,1,0,1062
